Date,Time,PC0.1_calibrated,PC0.1,PC0.3,PC0.5,PC1.0,PC2.5,PC5.0,PC10,PM0.1,PM0.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10
2025/10/04,14:33:39,363.210000,36321,14528,9171,384,6,0,0,0.03323759,0.39220190,1.44127187,1.79336138,1.81594701,1.82686661,1.82686661
2025/10/04,14:33:40,0.000000,0,14206,8355,346,6,0,0,0.03250061,0.38350555,1.33927779,1.65665918,1.68154313,1.68807014,1.68807014
2025/10/04,14:33:41,354.150000,35415,14166,8373,348,6,0,0,0.03240867,0.38242066,1.34024481,1.65946831,1.68282005,1.69373965,1.69373965
2025/10/04,14:33:42,353.300000,35330,14132,8430,355,5,0,0,0.03233153,0.38151023,1.34581359,1.67120948,1.69213642,1.70305602,1.70305602
2025/10/04,14:33:43,352.340000,35234,14093,8464,361,5,0,0,0.03224353,0.38047204,1.34866132,1.67903446,1.69817623,1.71126119,1.71126119
2025/10/04,14:33:44,351.260000,35126,14050,8516,365,4,0,0,0.03214416,0.37929944,1.35342667,1.68748403,1.70483702,1.71903559,1.71903559
2025/10/04,14:33:45,350.100000,35010,14004,8545,368,4,0,0,0.03203864,0.37805438,1.35553017,1.69288374,1.70921767,1.72341624,1.72341624
2025/10/04,14:33:46,348.980000,34898,13959,8484,371,5,0,0,0.03193549,0.37683698,1.34729642,1.68733216,1.70736652,1.72156509,1.72156509
2025/10/04,14:33:47,347.600000,34760,13904,8349,376,6,0,0,0.03180913,0.37534597,1.33036283,1.67472885,1.69922974,1.71342831,1.71342831
2025/10/04,14:33:48,345.560000,34556,13822,8085,382,8,0,0,0.03162315,0.37315137,1.29804246,1.64819286,1.67920203,1.69340060,1.69340060
2025/10/04,14:33:49,343.290000,34329,13731,7764,381,8,0,0,0.03141526,0.37069842,1.25877041,1.60753168,1.63905038,1.65324895,1.65324895
2025/10/04,14:33:50,341.230000,34123,13649,7503,376,8,0,0,0.03122646,0.36847049,1.22673984,1.57165492,1.60189799,1.61609656,1.61609656
2025/10/04,14:33:51,339.910000,33991,13596,7403,376,8,0,0,0.03110550,0.36704333,1.21386915,1.55804117,1.58854081,1.60273938,1.60273938
2025/10/04,14:33:52,339.780000,33978,13591,7499,379,9,0,0,0.03109403,0.36690795,1.22474516,1.57231039,1.60548778,1.61968635,1.61968635
2025/10/04,14:33:53,340.080000,34008,13603,7683,389,10,0,0,0.03112143,0.36723115,1.24612564,1.60264243,1.63926729,1.65346586,1.65346586
