Date,Time,PC0.1_calibrated,PC0.1,PC0.3,PC0.5,PC1.0,PC2.5,PC5.0,PC10,PM0.1,PM0.3,PM0.5,PM1.0,PM2.5,PM5.0,PM10
2025/11/07,15:30:01,2234.690000,223469,89387,51662,4381,130,2,0,0.20449801,2.41306494,8.32236970,12.33193107,12.80487793,12.88898671,12.88898671
2025/11/07,15:30:02,0.000000,0,88148,49991,4221,124,2,0,0.20166270,2.37960852,8.09772903,11.96105749,12.41230768,12.49313749,12.49313749
2025/11/07,15:30:03,2194.020000,219402,87760,49497,4163,120,2,0,0.20077626,2.36914851,8.03079828,11.84086852,12.27489219,12.35352570,12.35352570
2025/11/07,15:30:04,2183.660000,218366,87346,48990,4103,115,2,0,0.19982808,2.35796014,7.96165678,11.71695065,12.13310818,12.20957633,12.20957633
2025/11/07,15:30:05,2172.550000,217255,86902,48456,4039,109,2,0,0.19881166,2.34596621,7.88855093,11.58480221,11.98194444,12.05513362,12.05513362
2025/11/07,15:30:06,2160.790000,216079,86431,47896,3968,104,2,0,0.19773558,2.33326871,7.81177659,11.44319998,11.82005127,11.88996147,11.88996147
2025/11/07,15:30:07,2149.600000,214960,85984,47367,3900,99,2,0,0.19671114,2.32118038,7.73914996,11.30810551,11.66619808,11.73282931,11.73282931
2025/11/07,15:30:08,2139.660000,213966,85586,46904,3837,94,2,0,0.19580201,2.31045250,7.67550602,11.18752006,11.52914860,11.59250085,11.59250085
2025/11/07,15:30:09,2129.350000,212935,85174,46436,3776,90,2,0,0.19485843,2.29931847,7.61080566,11.06639431,11.39309103,11.46628021,11.46628021
2025/11/07,15:30:10,2119.720000,211972,84789,46020,3730,87,2,0,0.19397725,2.28892043,7.55286400,10.96647310,11.28308760,11.37483701,11.37483701
2025/11/07,15:30:11,2111.430000,211143,84457,45446,3699,86,3,0,0.19321884,2.27997143,7.47823852,10.86327987,11.17440877,11.28143944,11.28143944
2025/11/07,15:30:12,2104.980000,210498,84199,44926,3676,85,3,0,0.19262809,2.27300063,7.41186845,10.77667956,11.08614977,11.20301736,11.20301736
2025/11/07,15:30:13,2099.600000,209960,83984,44566,3661,87,4,0,0.19213591,2.26719291,7.36483069,10.71558396,11.03041329,11.15603512,11.15603512
2025/11/07,15:30:14,2094.140000,209414,83765,44239,3649,92,4,0,0.19163613,2.26129556,7.32156097,10.66100353,10.99612379,11.13046893,11.13046893
2025/11/07,15:30:15,2089.190000,208919,83567,43998,3640,98,4,0,0.19118315,2.25595023,7.28861040,10.61997350,10.97716987,11.11915564,11.11915564
2025/11/07,15:30:16,2088.230000,208823,83529,44780,3674,111,4,0,0.19109541,2.25491490,7.37703949,10.73923340,11.14109513,11.29291782,11.29291782
2025/11/07,15:30:17,2088.590000,208859,83543,45900,3732,125,4,0,0.19112876,2.25530861,7.50549800,10.92153122,11.37329456,11.52511725,11.52511725
2025/11/07,15:30:18,2088.870000,208887,83554,46339,3792,133,4,0,0.19115390,2.25560512,7.55609304,11.02622454,11.50925363,11.65563199,11.65563199
2025/11/07,15:30:19,2088.920000,208892,83556,46733,3849,140,4,0,0.19115833,2.25565753,7.60110380,11.12420159,11.63134852,11.77333429,11.77333429
2025/11/07,15:30:20,2088.410000,208841,83536,47068,3903,146,4,0,0.19111228,2.25511414,7.63897103,11.21083479,11.73942182,11.87812862,11.87812862
2025/11/07,15:30:21,2087.300000,208730,83492,47362,3951,152,4,0,0.19101026,2.25391008,7.67138278,11.28768222,11.83745277,11.97727318,11.97727318
2025/11/07,15:30:22,2086.220000,208622,83449,47661,3998,158,4,0,0.19091185,2.25274892,7.70439894,11.36322698,11.93673594,12.08747595,12.09614112
2025/11/07,15:30:23,2084.380000,208438,83375,47916,4040,164,5,0,0.19074355,2.25076309,7.73162187,11.42864824,12.02359729,12.18306061,12.19172578
2025/11/07,15:30:24,2078.600000,207860,83144,47761,4038,166,5,0,0.19021430,2.24451781,7.70755486,11.40351513,12.00471589,12.16857180,12.17723697
2025/11/07,15:30:25,2071.480000,207148,82859,47454,4010,166,5,0,0.18956231,2.23682437,7.66483584,11.33510453,11.93643177,12.10137036,12.11003553
2025/11/07,15:30:26,2064.650000,206465,82586,47164,3970,166,5,0,0.18893801,2.22945793,7.62424546,11.25786693,11.85868463,12.02470590,12.03337107
2025/11/07,15:30:27,2057.360000,205736,82294,46859,3920,165,5,0,0.18827029,2.22157862,7.58153445,11.16900716,11.76752655,11.93246514,11.94113031
2025/11/07,15:30:28,2048.700000,204870,81948,46509,3866,164,5,0,0.18747827,2.21223304,7.53215447,11.06995709,11.66452309,11.82837900,11.83704417
2025/11/07,15:30:29,2039.210000,203921,81568,46130,3809,161,5,0,0.18660927,2.20197894,7.47849305,10.96475053,11.54987031,11.70933363,11.71799880
2025/11/07,15:30:30,2029.300000,202930,81172,45522,3750,155,4,0,0.18570289,2.19128346,7.39829991,10.83081418,11.39334832,11.53753038,11.53753038
2025/11/07,15:30:31,2019.400000,201940,80776,44597,3693,149,4,0,0.18479657,2.18058893,7.28173288,10.66150688,11.20209140,11.33315757,11.33315757
2025/11/07,15:30:32,2009.370000,200937,80375,43665,3636,144,3,0,0.18387932,2.16976567,7.16428597,10.49212683,11.01254689,11.13269345,11.13269345
2025/11/07,15:30:33,2001.890000,200189,80075,42909,3590,139,3,0,0.18319415,2.16168044,7.06981424,10.35574053,10.86007962,10.97258555,10.97258555
2025/11/07,15:30:34,2025.810000,202581,81032,45010,3708,146,3,0,0.18538376,2.18751778,7.33594284,10.72961271,11.25781669,11.37140530,11.37140530
2025/11/07,15:30:35,2072.510000,207251,82900,47872,3944,160,3,0,0.18965667,2.23793787,7.71377171,11.32334970,11.90285740,12.02080767,12.02080767
2025/11/07,15:30:36,2120.020000,212002,84800,50516,4178,174,3,0,0.19400456,2.28924267,8.06746922,11.89111231,12.52038792,12.64273078,12.65139595
2025/11/07,15:30:37,2169.720000,216972,86788,53248,4416,188,4,0,0.19855238,2.34290693,8.43361269,12.47497306,13.15440324,13.28110775,13.28977292
2025/11/07,15:30:38,2220.600000,222060,88824,55974,4654,201,4,0,0.20320857,2.39784966,8.80034387,13.05958349,13.78737945,13.91844562,13.92711079
2025/11/07,15:30:39,2271.240000,227124,90849,58530,4886,212,4,0,0.20784320,2.45253787,9.14741527,13.61894285,14.38770374,14.52096620,14.52963137
2025/11/07,15:30:40,2320.400000,232040,92816,60842,5106,221,4,0,0.21234110,2.50561298,9.46496535,14.13756719,14.93912604,15.07458479,15.08324996
2025/11/07,15:30:41,2362.720000,236272,94509,62847,5290,228,4,0,0.21621451,2.55131885,9.73996721,14.58123028,15.40627096,15.54061610,15.54928127
2025/11/07,15:30:42,2362.510000,236251,94500,63473,5272,221,4,0,0.21619470,2.55108526,9.81131568,14.63593573,15.43749458,15.56528177,15.57394694
2025/11/07,15:30:43,2357.800000,235780,94312,63160,5214,213,3,0,0.21576408,2.54600399,9.77049394,14.54198481,15.31227791,15.43350715,15.44217232
2025/11/07,15:30:44,2383.570000,238357,95342,63339,5284,212,3,0,0.21812200,2.57382713,9.81876036,14.65423814,15.42261598,15.54276254,15.55142771
2025/11/07,15:30:45,2406.000000,240600,96240,63240,5334,210,3,0,0.22017524,2.59805525,9.83163382,14.71300138,15.47308577,15.58995336,15.59861853
2025/11/07,15:30:46,2424.230000,242423,96969,63005,5356,206,3,0,0.22184262,2.61773023,9.82446696,14.72667879,15.47374663,15.58733524,15.59600041
2025/11/07,15:30:47,2441.400000,244140,97656,62817,5374,204,3,0,0.22341424,2.63627547,9.82147828,14.73991310,15.47740824,15.58883149,15.59749666
2025/11/07,15:30:48,2457.090000,245709,98283,62747,5390,202,3,0,0.22485049,2.65322295,9.83042367,14.76317531,15.49531133,15.60453829,15.61320346
2025/11/07,15:30:49,2473.070000,247307,98922,62784,5408,201,3,0,0.22631208,2.67046976,9.85187953,14.80140322,15.52932928,15.63747356,15.64613873
2025/11/07,15:30:50,2500.040000,250004,100001,63041,5464,202,3,0,0.22878036,2.69959519,9.91048046,14.91122626,15.64310571,15.75124999,15.75991516
2025/11/07,15:30:51,2508.300000,250830,100332,62699,5438,198,3,0,0.22953609,2.70851269,9.88025220,14.85698655,15.57342465,15.67717634,15.68584151
2025/11/07,15:30:52,2482.110000,248211,99284,61585,5274,186,3,0,0.22713987,2.68023766,9.72451425,14.55146050,15.22540146,15.31934716,15.32801233
2025/11/07,15:30:53,2451.050000,245105,98042,60700,5113,176,2,0,0.22429723,2.64669451,9.58972778,14.26885798,14.90757980,14.99496755,15.00363272
2025/11/07,15:30:54,2421.240000,242124,96849,59936,4975,169,2,0,0.22156977,2.61451078,9.47018817,14.02328366,14.63431007,14.71730524,14.72597041
2025/11/07,15:30:55,2392.350000,239235,95694,59275,4849,162,2,0,0.21892546,2.58330806,9.36341658,13.80085008,14.38814170,14.46897151,14.46897151
2025/11/07,15:30:56,2364.880000,236488,94595,58710,4751,157,2,0,0.21641229,2.55365261,9.26912679,13.61765781,14.18733624,14.26596975,14.26596975
2025/11/07,15:30:57,2341.710000,234171,93668,58281,4680,154,2,0,0.21429183,2.52863134,9.19499062,13.47843569,14.03586367,14.11341450,14.11341450
2025/11/07,15:30:58,2319.690000,231969,92787,58003,4616,153,2,0,0.21227679,2.50485414,9.13948000,13.36378548,13.91738655,13.99929904,13.99929904
2025/11/07,15:30:59,2299.350000,229935,91974,57934,4562,161,3,0,0.21041528,2.48288831,9.10957270,13.28485324,13.86806137,13.97837101,13.97837101
2025/11/07,15:31:00,2284.080000,228408,91363,57923,4526,170,4,0,0.20901749,2.46639460,9.09183084,13.23398731,13.85088599,13.98306577,13.99173094
2025/11/07,15:31:01,2275.740000,227574,91029,57859,4505,179,4,0,0.20825459,2.45739227,9.07546467,13.19803697,13.84543529,13.99725798,14.00592315
2025/11/07,15:31:02,2269.070000,226907,90763,57740,4484,186,5,0,0.20764452,2.45019359,9.05465319,13.15838531,13.83258285,13.99971773,14.00838290
2025/11/07,15:31:03,2260.800000,226080,90432,57485,4454,192,5,0,0.20688701,2.44125511,9.01655033,13.09245775,13.78796890,13.96818875,13.97685392
2025/11/07,15:31:04,2252.700000,225270,90108,57155,4401,196,6,0,0.20614632,2.43251491,8.97006613,12.99830663,13.70925913,13.89823322,13.90689839
2025/11/07,15:31:05,2244.430000,224443,89777,56808,4351,200,6,0,0.20538962,2.42358596,8.92155116,12.90354590,13.62840754,13.82502226,13.83368743
2025/11/07,15:31:06,2235.430000,223543,89417,56328,4311,202,6,0,0.20456581,2.41386480,8.85684979,12.80261734,13.53386078,13.73483715,13.74350232
2025/11/07,15:31:07,2226.430000,222643,89057,55763,4271,195,6,0,0.20374222,2.40414648,8.78247700,12.69137130,13.39760069,13.58437849,13.59304366
2025/11/07,15:31:08,2217.140000,221714,88685,55182,4233,187,5,0,0.20289180,2.39411164,8.70602253,12.57972462,13.25787916,13.43045838,13.43912355
2025/11/07,15:31:09,2208.150000,220815,88326,54633,4209,180,5,0,0.20206925,2.38440570,8.63358478,12.48544056,13.13896411,13.29954105,13.30820622
2025/11/07,15:31:10,2199.170000,219917,87966,54108,4187,174,4,0,0.20124759,2.37471027,8.56377118,12.39565479,13.02684566,13.17758567,13.18625084
2025/11/07,15:31:11,2191.690000,219169,87667,53688,4173,172,4,0,0.20056274,2.36662884,8.50766538,12.32646115,12.94859247,13.09713619,13.10580136
2025/11/07,15:31:12,2185.060000,218506,87402,53363,4166,174,4,0,0.19995687,2.35947975,8.46335793,12.27643338,12.90647509,13.06049408,13.06915925
2025/11/07,15:31:13,2178.500000,217850,87140,53036,4169,176,5,0,0.19935652,2.35239553,8.41889722,12.23442881,12.87315063,13.03372757,13.04239274
2025/11/07,15:31:14,2172.410000,217241,86896,52722,4166,179,5,0,0.19879896,2.34581653,8.37630712,12.18925354,12.83665186,13.00378674,13.01245191
2025/11/07,15:31:15,2165.940000,216594,86637,52351,4171,181,5,0,0.19820653,2.33882572,8.32688251,12.14467624,12.79998496,12.97256418,12.98122935
2025/11/07,15:31:16,2159.300000,215930,86372,51973,4184,183,5,0,0.19759946,2.33166236,8.27655421,12.10588559,12.76910831,12.94604918,12.95471435
2025/11/07,15:31:17,2152.030000,215203,86081,51583,4182,185,5,0,0.19693413,2.32381160,8.22406412,12.05155339,12.72077486,12.90210832,12.91077349
2025/11/07,15:31:18,2145.580000,214558,85823,51241,4183,187,6,0,0.19634380,2.31684560,8.17799685,12.00613219,12.68237147,12.86806659,12.87673176
2025/11/07,15:31:19,2140.370000,214037,85614,50962,4204,191,6,0,0.19586671,2.31121611,8.14047633,11.98819584,12.68025952,12.86703732,12.87570249
2025/11/07,15:31:20,2136.380000,213638,85455,50725,4233,194,5,0,0.19550169,2.30690892,8.10908503,11.98320716,12.68535307,12.86776921,12.87643438
2025/11/07,15:31:21,2133.060000,213306,85322,50513,4249,196,5,0,0.19519801,2.30332534,8.08118026,11.97032933,12.68153479,12.86067196,12.86933713
2025/11/07,15:31:22,2129.210000,212921,85168,50281,4266,198,5,0,0.19484560,2.29916691,8.05055585,11.95489384,12.67363025,12.84840576,12.85707093
2025/11/07,15:31:23,2125.780000,212578,85031,50082,4276,201,5,0,0.19453154,2.29546127,8.02399129,11.93770087,12.66434768,12.83476154,12.84342671
2025/11/07,15:31:24,2123.010000,212301,84920,51676,4294,205,5,0,0.19427786,2.29246778,8.20333181,12.13362035,12.87443287,13.04156775,13.05023292
2025/11/07,15:31:25,2119.640000,211964,84785,54274,4318,209,5,0,0.19396998,2.28883463,8.49691292,12.44836877,13.20449616,13.36835207,13.37701724
2025/11/07,15:31:26,2116.010000,211601,84640,56756,4345,213,5,0,0.19363744,2.28491071,8.77685721,12.75358460,13.52362113,13.68419807,13.69286324
2025/11/07,15:31:27,2112.270000,211227,84491,59173,4360,212,5,0,0.19329553,2.28087618,9.04935530,13.03926753,13.80598668,13.96108835,13.96975352
2025/11/07,15:31:28,2107.530000,210753,84301,61433,4362,208,4,0,0.19286207,2.27576152,9.30272115,13.29460543,14.04869108,14.19723480,14.20589997
2025/11/07,15:31:29,2102.060000,210206,84082,63567,4359,204,4,0,0.19236077,2.26984607,9.54089801,13.53074618,14.27130574,14.41329151,14.42195668
2025/11/07,15:31:30,2096.300000,209630,83852,65536,4355,201,4,0,0.19183385,2.26362840,9.75991678,13.74533767,14.47415631,14.61069775,14.61936292
2025/11/07,15:31:31,2090.360000,209036,83614,67146,4352,198,4,0,0.19129012,2.25721243,9.93756772,13.92027350,14.63862686,14.76969303,14.77835820
2025/11/07,15:31:32,2083.760000,208376,83350,66812,4330,194,4,0,0.19068651,2.25009004,9.89228120,13.85482172,14.55607504,14.68169687,14.69036204
2025/11/07,15:31:33,2077.660000,207766,83106,65380,4300,188,3,0,0.19012785,2.24349773,9.72190775,13.65756064,14.34018172,14.46141096,14.47007613
2025/11/07,15:31:34,2071.630000,207163,82865,64009,4266,184,3,0,0.18957643,2.23699118,9.55861228,13.46285327,14.12811773,14.24498532,14.25365049
2025/11/07,15:31:35,2065.780000,206578,82631,62689,4241,180,3,0,0.18904143,2.23067819,9.40124631,13.28260692,13.93332262,14.04691123,14.05557640
2025/11/07,15:31:36,2059.810000,205981,82392,61414,4222,176,3,0,0.18849431,2.22422219,9.24892791,13.11293446,13.75101666,13.86243991,13.87110508
2025/11/07,15:31:37,2054.800000,205480,82192,60243,4208,173,3,0,0.18803654,2.21882058,9.10968917,12.96073692,13.58886337,13.69917301,13.70783818
2025/11/07,15:31:38,2050.370000,205037,82015,59217,4188,170,3,0,0.18763097,2.21403483,8.98750252,12.82055014,13.43846788,13.54769484,13.55636001
2025/11/07,15:31:39,2044.200000,204420,81768,58394,4157,167,3,0,0.18706623,2.20737102,8.88670073,12.69140663,13.29592476,13.40187275,13.41053792
2025/11/07,15:31:40,2036.890000,203689,81475,57613,4123,163,3,0,0.18639754,2.19948026,8.78943442,12.56243741,13.15266335,13.25533236,13.26399753
2025/11/07,15:31:41,2030.850000,203085,81234,56958,4096,160,3,0,0.18584418,2.19295082,8.70797437,12.45664288,13.03576753,13.13843654,13.13843654
2025/11/07,15:31:42,2025.030000,202503,81001,56348,4071,157,3,0,0.18531202,2.18667123,8.63199100,12.35745610,12.92649852,13.02808485,13.02808485
2025/11/07,15:31:43,2017.500000,201750,80700,55629,4026,153,3,0,0.18462335,2.17854497,8.54163491,12.22602551,12.78102870,12.87933606,12.87933606
2025/11/07,15:31:44,2010.000000,201000,80400,54883,3977,149,3,0,0.18393636,2.17043872,8.44815617,12.08804703,12.62888451,12.72391289,12.72391289
2025/11/07,15:31:45,2001.730000,200173,80069,54115,3935,145,3,0,0.18317983,2.16151167,8.35137635,11.95297188,12.47990022,12.57273231,12.57273231
2025/11/07,15:31:46,1992.410000,199241,79696,53315,3890,141,2,0,0.18232725,2.15145112,8.24981148,11.81020348,12.32245657,12.41200968,12.41200968
2025/11/07,15:31:47,1983.640000,198364,79345,52573,3848,138,2,0,0.18152409,2.14197400,8.15549100,11.67694069,12.17617723,12.26356498,12.26356498
2025/11/07,15:31:48,1980.310000,198031,79212,52047,3831,136,2,0,0.18121992,2.13838469,8.09170265,11.59835143,12.09222524,12.17961299,12.17961299
2025/11/07,15:31:49,2045.440000,204544,81817,53109,3964,145,3,0,0.18717960,2.20870855,8.28350722,11.91115031,12.43705597,12.53208435,12.53208435
2025/11/07,15:31:50,2132.750000,213275,85310,54643,4153,161,3,0,0.19516980,2.30299264,8.55320586,12.35435657,12.93756470,13.04351269,13.04351269
2025/11/07,15:31:51,2220.500000,222050,88820,56208,4346,176,3,0,0.20319984,2.39774670,8.82699776,12.80466222,13.44312747,13.55671608,13.56538125
2025/11/07,15:31:52,2308.410000,230841,92336,57824,4547,191,3,0,0.21124395,2.49266668,9.10675628,13.26791491,13.95895952,14.07910608,14.08777125
2025/11/07,15:31:53,2394.900000,239490,95796,59320,4732,203,4,0,0.21915921,2.58606608,9.37128442,13.70168538,14.43854451,14.56305273,14.57171790
2025/11/07,15:31:54,2481.560000,248156,99262,60802,4914,216,4,0,0.22708923,2.67963992,9.63436322,14.13155035,14.91230873,15.04009592,15.04876109
2025/11/07,15:31:55,2568.290000,256829,102731,62287,5095,227,4,0,0.23502621,2.77329576,9.89793191,14.56119419,15.38431961,15.51538578,15.52405095
2025/11/07,15:31:56,2649.230000,264923,105969,63539,5248,236,4,0,0.24243335,2.86069963,10.12853627,14.93189202,15.78794550,15.92120796,15.92987313
2025/11/07,15:31:57,2659.780000,265978,106391,63086,5242,234,4,0,0.24339790,2.87208149,10.08806446,14.88563491,15.73237226,15.85907677,15.86774194
2025/11/07,15:31:58,2646.770000,264677,105871,62083,5171,223,3,0,0.24220800,2.85804074,9.95934946,14.69199594,15.50121222,15.62027610,15.62894127
2025/11/07,15:31:59,2633.090000,263309,105323,61056,5095,213,3,0,0.24095573,2.84326401,9.82708707,14.49038229,15.26297370,15.37547963,15.38414480
2025/11/07,15:32:00,2618.270000,261827,104731,59974,5005,203,3,0,0.23959998,2.82726608,9.68729390,14.26789014,15.00423612,15.10798781,15.11665298
2025/11/07,15:32:01,2604.950000,260495,104198,59023,4921,195,3,0,0.23838068,2.81287833,9.56412947,14.06768299,14.77289332,14.86900438,14.87766955
2025/11/07,15:32:02,2590.780000,259078,103631,58051,4834,186,2,0,0.23708420,2.79758012,9.43769956,13.86217426,14.53675485,14.62742158,14.63608675
2025/11/07,15:32:03,2576.210000,257621,103048,57077,4746,178,2,0,0.23575058,2.78184338,9.31048362,13.65400536,14.29859584,14.38270462,14.39136979
2025/11/07,15:32:04,2562.410000,256241,102496,56190,4663,170,2,0,0.23448797,2.76694464,9.19411142,13.46143051,14.07896520,14.15759871,14.16626388
2025/11/07,15:32:05,2549.300000,254930,101972,55371,4590,164,2,0,0.23328812,2.75278660,9.08632429,13.28749133,13.88345945,13.95881399,13.95881399
2025/11/07,15:32:06,2537.270000,253727,101491,54634,4533,160,2,0,0.23218741,2.73979835,8.98902993,13.13810185,13.71888519,13.79207437,13.79207437
2025/11/07,15:32:07,2525.230000,252523,101009,53919,4478,156,2,0,0.23108583,2.72679961,8.89422950,12.99272630,13.55921383,13.63020671,13.63020671
2025/11/07,15:32:08,2514.930000,251493,100597,53330,4432,153,2,0,0.23014300,2.71567416,8.81574729,12.87229658,13.42742625,13.49733645,13.49733645
2025/11/07,15:32:09,2504.840000,250484,100193,52773,4389,150,2,0,0.22921929,2.70477464,8.74117882,12.75830171,13.30296971,13.37287991,13.37287991
2025/11/07,15:32:10,2495.580000,249558,99823,52280,4353,148,2,0,0.22837227,2.69477986,8.67480229,12.65902714,13.19476207,13.26467227,13.26467227
2025/11/07,15:32:11,2486.930000,248693,99477,51827,4321,146,2,0,0.22758077,2.68544004,8.61362493,12.56834496,13.09603940,13.16594960,13.16594960
2025/11/07,15:32:12,2478.480000,247848,99139,51386,4289,143,2,0,0.22680759,2.67631659,8.55402531,12.47936954,12.99953303,13.06944323,13.06944323
